"CountryCode","SeriesCode","DESCRIPTION",
"CHE","SP.DYN.TFRT.IN","Data sources : Eurostat",
"CHE","SP.POP.GROW","Data sources : Eurostat",
"CHE","SP.POP.TOTL","Data sources : Eurostat",
"CHI","SP.ADO.TFRT","Refers to Guernsey, and Jersey.",
"CHI","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"CHI","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"CHI","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"CHI","SP.POP.0014.TO.ZS","Refers to Guernsey, and Jersey.",
"CHI","SP.POP.1564.TO.ZS","Refers to Guernsey, and Jersey.",
"CHI","SP.POP.65UP.TO.ZS","Refers to Guernsey, and Jersey.",
"CHI","SP.POP.GROW","Data sources: United Nations World Population Prospects",
"CHI","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"CHL","IT.CEL.SETS.P2","Until 1998: Ministerio de Transportes y Telecomunicaciones. Subsecretaría de Telecomunicaciones (Subtel).",
"CHL","IT.MLT.MAIN.P2","Until 1998: Ministerio de Transportes y Telecomunicaciones. Subsecretaría de Telecomunicaciones (Subtel).",
"CHL","IT.NET.BBND.P2","Until 1998: Ministerio de Transportes y Telecomunicaciones. Subsecretaría de Telecomunicaciones (Subtel).",
"CHL","IT.NET.USER.ZS","Until 1998: Ministerio de Transportes y Telecomunicaciones. Subsecretaría de Telecomunicaciones (Subtel).",
"CHL","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"CHL","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"CHL","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"CHL","SP.POP.GROW","Data sources: United Nations World Population Prospects",
"CHL","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"CHN","IT.CEL.SETS.P2","Ministry of Information Industry (MII). Ministry of Industry and Information Technology.",
"CHN","IT.MLT.MAIN.P2","Ministry of Information Industry (MII). Ministry of Industry and Information Technology.",
"CHN","IT.NET.BBND.P2","Ministry of Information Industry (MII). Ministry of Industry and Information Technology.",
"CHN","IT.NET.USER.ZS","Ministry of Information Industry (MII). Ministry of Industry and Information Technology.",
"CHN","SP.ADO.TFRT","The data for China do not include Hong Kong SAR, China; Macao SAR, China; and Taiwan, China.",
"CHN","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"CHN","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"CHN","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"CHN","SP.POP.0014.TO.ZS","Excluding Hong Kong SAR, Macao SAR, Taiwan.",
"CHN","SP.POP.1564.TO.ZS","Excluding Hong Kong SAR, Macao SAR, Taiwan.",
"CHN","SP.POP.65UP.TO.ZS","Excluding Hong Kong SAR, Macao SAR, Taiwan.",
"CHN","SP.POP.GROW","Data sources: National Bureau of Statistics",
"CHN","SP.POP.TOTL","Data sources : National Bureau of Statistics",
"CIV","IT.CEL.SETS.P2","Until 1996: Société Côte d'Ivoire-TELECOM (CI-TELCOM). Agence des Télécommunications de Côte d'Ivoire.",
"CIV","IT.MLT.MAIN.P2","Until 1996: Société Côte d'Ivoire-TELECOM (CI-TELCOM). Agence des Télécommunications de Côte d'Ivoire.",
"CIV","IT.NET.BBND.P2","Until 1996: Société Côte d'Ivoire-TELECOM (CI-TELCOM). Agence des Télécommunications de Côte d'Ivoire.",
"CIV","IT.NET.USER.ZS","Until 1996: Société Côte d'Ivoire-TELECOM (CI-TELCOM). Agence des Télécommunications de Côte d'Ivoire.",
"CIV","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"CIV","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"CIV","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"CIV","SP.POP.GROW","Data sources: United Nations World Population Prospects",
"CIV","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"CMR","IT.CEL.SETS.P2","Ministère des Postes et Télécommunications. Agence de Régulation des Télécommunications.",
"CMR","IT.MLT.MAIN.P2","Ministère des Postes et Télécommunications. Agence de Régulation des Télécommunications.",
"CMR","IT.NET.BBND.P2","Ministère des Postes et Télécommunications. Agence de Régulation des Télécommunications.",
"CMR","IT.NET.USER.ZS","Ministère des Postes et Télécommunications. Agence de Régulation des Télécommunications.",
"CMR","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"CMR","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"CMR","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"CMR","SP.POP.GROW","Data sources: United Nations World Population Prospects",
"CMR","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"COD","IT.CEL.SETS.P2","Until 2002: Ministère des Postes et Télécommunications. Autorité de Régulation de la Poste et des Télécommunications.",
"COD","IT.MLT.MAIN.P2","Until 2002: Ministère des Postes et Télécommunications. Autorité de Régulation de la Poste et des Télécommunications.",
"COD","IT.NET.BBND.P2","Until 2002: Ministère des Postes et Télécommunications. Autorité de Régulation de la Poste et des Télécommunications.",
"COD","IT.NET.USER.ZS","Until 2002: Ministère des Postes et Télécommunications. Autorité de Régulation de la Poste et des Télécommunications.",
"COD","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"COD","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"COD","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"COD","SP.POP.GROW","Data sources: United Nations World Population Prospects",
"COD","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"COG","IT.CEL.SETS.P2","Direction Générale de l'Administsration Centrale des Postes et Télécommunications.",
"COG","IT.MLT.MAIN.P2","Direction Générale de l'Administsration Centrale des Postes et Télécommunications.",
"COG","IT.NET.BBND.P2","Direction Générale de l'Administsration Centrale des Postes et Télécommunications.",
"COG","IT.NET.USER.ZS","Direction Générale de l'Administsration Centrale des Postes et Télécommunications.",
"COG","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"COG","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"COG","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"COG","SP.POP.GROW","Data sources: United Nations World Population Prospects",
"COG","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"COL","IT.CEL.SETS.P2","Ministerio de Comunicaciones.",
"COL","IT.MLT.MAIN.P2","Ministerio de Comunicaciones.",
"COL","IT.NET.BBND.P2","Ministerio de Comunicaciones.",
"COL","IT.NET.USER.ZS","Ministerio de Comunicaciones.",
"COL","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"COL","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"COL","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects, DHS 2010",
"COL","SP.POP.GROW","Data sources: United Nations World Population Prospects",
"COL","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"COM","IT.CEL.SETS.P2","Société Nationale des Postes et Telecommunications (SNPT). Since 2005: Comores Télécom.",
"COM","IT.MLT.MAIN.P2","Société Nationale des Postes et Telecommunications (SNPT). Since 2005: Comores Télécom.",
"COM","IT.NET.BBND.P2","Société Nationale des Postes et Telecommunications (SNPT). Since 2005: Comores Télécom.",
"COM","IT.NET.USER.ZS","Société Nationale des Postes et Telecommunications (SNPT). Since 2005: Comores Télécom.",
"COM","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"COM","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"COM","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"COM","SP.POP.GROW","Data sources: United Nations World Population Prospects",
"COM","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"CPV","IT.CEL.SETS.P2","Cabo Verde Telecom. From 2004: Instituto das Comunicações e das Tecnologias de Informação.",
"CPV","IT.MLT.MAIN.P2","Cabo Verde Telecom. From 2004: Instituto das Comunicações e das Tecnologias de Informação.",
"CPV","IT.NET.BBND.P2","Cabo Verde Telecom. From 2004: Instituto das Comunicações e das Tecnologias de Informação.",
"CPV","IT.NET.USER.ZS","Cabo Verde Telecom. From 2004: Instituto das Comunicações e das Tecnologias de Informação.",
"CPV","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"CPV","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"CPV","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"CPV","SP.POP.GROW","Data sources: United Nations World Population Prospects",
"CPV","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"CRI","IT.CEL.SETS.P2","Instituto Costarricense de Electricidad (ICE).",
"CRI","IT.MLT.MAIN.P2","Instituto Costarricense de Electricidad (ICE).",
"CRI","IT.NET.BBND.P2","Instituto Costarricense de Electricidad (ICE).",
"CRI","IT.NET.USER.ZS","Instituto Costarricense de Electricidad (ICE).",
"CRI","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"CRI","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"CRI","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"CRI","SP.POP.GROW","Data sources: United Nations World Population Prospects",
"CRI","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"CUB","IT.CEL.SETS.P2","Ministerio de la Informática y las Comunicaciones.",
"CUB","IT.MLT.MAIN.P2","Ministerio de la Informática y las Comunicaciones.",
"CUB","IT.NET.BBND.P2","Ministerio de la Informática y las Comunicaciones.",
"CUB","IT.NET.USER.ZS","Ministerio de la Informática y las Comunicaciones.",
"CUB","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"CUB","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"CUB","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"CUB","SP.POP.GROW","Data sources: United Nations World Population Prospects",
"CUB","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"CUW","SP.DYN.LE00.FE.IN","Data sources : Central bureau of Statistics",
"CUW","SP.DYN.LE00.MA.IN","Data sources : Central bureau of Statistics",
"CUW","SP.DYN.TFRT.IN","Data sources : Central bureau of Statistics",
"CUW","SP.POP.GROW","Data sources: Central bureau of Statistics Netherlands Antilles",
"CUW","SP.POP.TOTL","Data sources : Central bureau of Statistics",
"CYM","IT.CEL.SETS.P2","Cable and Wireless (W.I.) Ltd. (C&W). Information and Communications Technology Authority.",
"CYM","IT.MLT.MAIN.P2","Cable and Wireless (W.I.) Ltd. (C&W). Information and Communications Technology Authority.",
"CYM","IT.NET.BBND.P2","Cable and Wireless (W.I.) Ltd. (C&W). Information and Communications Technology Authority.",
"CYM","IT.NET.USER.ZS","Cable and Wireless (W.I.) Ltd. (C&W). Information and Communications Technology Authority.",
"CYM","SP.DYN.LE00.FE.IN","Data sources : Economics and Statistics Office of Government of the Cayman Islands",
"CYM","SP.DYN.LE00.MA.IN","Data sources : Economics and Statistics Office of Government of the Cayman Islands",
"CYM","SP.POP.GROW","Data sources: United Nations World Population Prospects",
"CYM","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"CYP","IT.CEL.SETS.P2","Cyprus Telecommunications Authority (CYTA). 2007: Office of the Commissioner for Electronic Communications and Postal Regulation.",
"CYP","IT.MLT.MAIN.P2","Cyprus Telecommunications Authority (CYTA). 2007: Office of the Commissioner for Electronic Communications and Postal Regulation.",
"CYP","IT.NET.BBND.P2","Cyprus Telecommunications Authority (CYTA). 2007: Office of the Commissioner for Electronic Communications and Postal Regulation.",
"CYP","IT.NET.USER.ZS","Cyprus Telecommunications Authority (CYTA). 2007: Office of the Commissioner for Electronic Communications and Postal Regulation.",
"CYP","NY.GDP.PCAP.KD","Data are for areas under the effective control of the Government of the Republic of Cyprus.",
"CYP","NY.GDP.PCAP.PP.KD","Data are for areas under the effective control of the Government of the Republic of Cyprus.",
"CYP","SL.TLF.ADVN.FE.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only.",
"CYP","SL.TLF.ADVN.MA.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only.",
"CYP","SL.TLF.ADVN.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only.",
"CYP","SL.TLF.BASC.FE.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only.",
"CYP","SL.TLF.BASC.MA.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only.",
"CYP","SL.TLF.BASC.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only.",
"CYP","SL.TLF.INTM.FE.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only.",
"CYP","SL.TLF.INTM.MA.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only.",
"CYP","SL.TLF.INTM.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only.",
"CYP","SL.UEM.ADVN.FE.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only.",
"CYP","SL.UEM.ADVN.MA.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only.",
"CYP","SL.UEM.ADVN.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only.",
"CYP","SL.UEM.INTM.FE.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only.",
"CYP","SL.UEM.INTM.MA.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only.",
"CYP","SL.UEM.INTM.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only.",
"CYP","SP.ADO.TFRT","Including Northern-Cyprus.",
"CYP","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"CYP","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"CYP","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"CYP","SP.POP.0014.TO.ZS","Including Northern-Cyprus.",
"CYP","SP.POP.1564.TO.ZS","Including Northern-Cyprus.",
"CYP","SP.POP.65UP.TO.ZS","Including Northern-Cyprus.",
"CYP","SP.POP.GROW","Data sources: United Nations World Population Prospects",
